West Sakhara;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Mavritaniya;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Senegal;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Gambia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Guinea-Bissau;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Guinea;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Sierra Leone;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Liberia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Cote d'Ivoire;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Gana;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Togo;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Benin;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Nigeria;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Cameroon;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Gabon;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Equatorial Guinea;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Sao Tome;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Congo;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Democratic Republic of the Congo;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Angola;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Namibia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
South African Republic;345;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;200;0;200;0;200;100
Lesotho;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Eswatini;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Botswana;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Zimbabwe;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Mozambique;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Malawi;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Zambia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Tanzania;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Burundi;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Rwanda;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Uganda;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Kenya;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Somalia;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Ethiopia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Djibouti;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Eritrea;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Sudan;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Central African Republic;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Chad;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Niger;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Mali;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Algeria;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Marocco;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Tunisia;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Lybia;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Egypt;450;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;320;0;0;0;0;0
Israel;100;0;0;0;0;0;0;0;0;0;0;320;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Palestine;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Jordan;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Saudi Arabia;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Yemen;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Oman;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
United Arab Emirates;15;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Qatar;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Bahrain;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Kuwait;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Iraq;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Syria;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Lebanon;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Cyprus;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Turkey;150;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Greece;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Albania;30;480;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
North Macedonia;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Yugoslavia;120;760;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Croatia;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Slovenia;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Italy;460;0;0;0;0;0;0;0;0;0;0;320;0;0;0;600;0;400;300;0;0;0;0;0;0;0;0
San-Marino;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Vatican;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Switzerland;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Monaco;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Andorra;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Spain;150;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Portugal;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Ireland;40;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Iceland;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Denmark;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Norway;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Sweden;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;340;0;0;0;0;0;0;0;0
Finland;50;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Estonia;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Latvia;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Lithuania;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Poland;240;640;0;0;0;360;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Germany;1090;0;0;0;0;0;0;0;0;0;0;200;840;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Luxemburg;40;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Belgium;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Netherlands;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Austria;590;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Czechoslovakia;240;400;0;0;0;760;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Hungary;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Romania;30;560;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bulgaria;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Moldavia;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transnistria;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ukraine;130;720;480;0;0;600;0;0;0;400;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Belarus;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Russia;1210;600;1080;0;0;600;0;0;0;400;240;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
China;1350;800;0;0;0;600;0;0;0;400;160;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Taiwan;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Vietnam;170;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;230;0;0;0;200;0;200;100
Cambodia;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Laos;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Thailand;50;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Burma;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Bangladesh;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
India;810;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sri Lanka;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Nepal;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Bhutan;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Pakistan;80;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;80;0;0;0
Afghanistan;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Tajikistan;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kyrgyzstan;30;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakh ASSR;380;800;0;0;0;600;0;0;200;600;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Uzbekistan;60;400;0;0;0;600;0;0;0;500;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkmenistan;60;400;0;0;0;600;0;0;0;500;100;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Iran;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Azerbaijan;50;560;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Armenia;115;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Georgia;65;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malaysia;110;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Indonesia;120;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Papua New Guinea;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Philippines;110;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
North Korea;260;560;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
South Korea;170;0;0;0;0;0;0;0;0;0;0;280;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Japan;160;0;0;0;0;0;0;0;0;0;0;360;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Solomon Islands;40;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
New Zealand;40;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Fiji;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Australia;290;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
East Timor;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Madagascar;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Mongolia;40;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Malta;30;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Slovakia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Czechia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
USSR;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Zapadoslavia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Byzantium;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Sparta;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Great Macedonia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Transcaucasia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
United Arab Republic;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Gran Colombia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Turkic Union;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Scandinavia;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Intermarium;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sich;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Roman Empire;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Great Germania;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Prussia;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Great Moravia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Mongol Empire;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Korea;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Abyssinia;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;150;0;0;0;200;0;200;100
Holy Roman Empire;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
The Papal State;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Francia;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Great Britain;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Iberia;0;0;0;0;0;0;0;0;0;0;0;200;0;0;0;400;0;400;300;0;0;0;0;0;0;0;0
Baltia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Polish-Lithuanian Commonwealth;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Union of Socialist Balkan Republics;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ruthenia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Cossackia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Bosnia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Serbia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Turkestan;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tatarstan;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Far Eastern Autonomy;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Ural;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Novgorod;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
State of Siberia;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tsaritsyn;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kazakhstan;0;400;0;0;0;600;0;0;0;400;250;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
